company_id	company_name	target_city	sector	account_tier	revenue_aed_bn	revenue_band	revenue_growth_12m_pct	employee_count	primary_fractional_cxo	primary_need_score	secondary_fractional_cxo	secondary_need_score	recommended_service_package	service_mix	estimated_annual_savings_aed	estimated_savings_pct	expected_annual_contract_value_aed	expected_account_ltv_aed	win_probability	weighted_pipeline_value_aed	urgency_score	urgency_tier	pain_archetype	maturity_segment	ai_supported_roles	ai_agent_addons	ideal_next_action	ebitda_margin_pct	employee_growth_12m_pct	digital_maturity_score	cash_flow_volatility_score	reporting_delay_days	compliance_risk_score	attrition_rate_pct	hiring_velocity_score	campaign_roi_x	cac_growth_pct	lead_conversion_pct	process_efficiency_score	on_time_delivery_pct	expansion_complexity_score	fundraising_readiness_score	data_maturity_score	cyber_risk_score	project_backlog_score	automation_potential_score	customer_concentration_score	board_reporting_complexity_score	geographic_spread_count	cfo_need_score	cto_need_score	chro_need_score	cmo_need_score	coo_need_score	full_time_equivalent_cost_aed	fractional_ai_solution_cost_aed	pipeline_stage	need_score_std	need_score_mean	q1_pipeline_inquiries	q2_pipeline_inquiries	q3_pipeline_inquiries	q4_pipeline_inquiries	rev_growth_q1_pct	rev_growth_q2_pct	rev_growth_q3_pct	rev_growth_q4_pct	preferred_outreach_channel	offer_type	ab_test_variant	treatment_flag	days_since_last_contact	sales_touchpoints_90d	meetings_booked_90d	proposal_count_90d	recommended_acv_aed	ai_attach_value_aed	response_probability	baseline_conversion_probability	incremental_uplift_pct	expected_close_days	expected_contract_term_months	upsell_propensity_score	cross_sell_readiness_score	account_health_score	client_churn_risk_score	next_service_expansion_days	forecast_2q_revenue_aed	expected_roi_multiple	company_context_line	hq_zone	hq_zone_context	city	region	country	latitude	longitude
DXB025	Air Arabia	Dubai	Aviation	Tier 2	13	Large	18	11896	CMO	70.8	CFO	69.6	CMO lead + CFO add-on + AI support	COO-led transformation	2860000	72.6	1668350	4161333	0.55	917593	74.1	High	Growth efficiency	Managed Complexity	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	19.3	1.1	78	58	29	80	11.3	22	1.29	18.9	5.2	42	85.6	89	80	32	18	15	35	14	77	7	69.6	39.4	45.3	70.8	49.6	3940000	1080000	Discovery	14.4	54.94	8	3	4	4	13.6	15.4	19.1	20	Partner referral	Transformation workshop	B	1	71	10	3	1	1471350	197000	0.735	0.685	7.3	60	23	66.3	70.8	66.2	30.8	91	917593	2.65	Air Arabia is a Dubai-based aviation corporate in the large with high pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CFO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.22175	55.291850000000004
DXB026	Amlak Finance	Dubai	Financial Services	Tier 2	12.14	Large	6.1	2261	CHRO	57.1	COO	45.2	CHRO lead + COO add-on + AI support	CFO-led governance	2570000	71.7	1495950	2415279	0.387	578933	48.5	Monitor	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	40.9	15.8	59	53	8	92	21.4	78	3.65	-4.7	5.2	47	80.2	29	49	77	57	63	31	76	50	2	43.8	41.3	57.1	41.1	45.2	3585000	1015000	Qualified	6.6	45.7	10	4	4	7	0.8	3.2	7.8	8.2	LinkedIn outbound	Transformation workshop	C	1	21	10	3	1	1303750	192200	0.642	0.592	8.4	80	16	46.4	54.3	55.3	40.9	134	578933	2.53	Amlak Finance is a Dubai-based financial services corporate in the large with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.2284	55.28275
DXB027	SHUAA Capital	Dubai	Financial Services	Tier 2	11.18	Large	5.5	1159	COO	59.4	CHRO	57.3	COO lead + CHRO add-on + AI support	CFO-led governance	2540000	70	1645800	2985444	0.443	729089	53.6	Monitor	Operational complexity	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	25.3	19.6	77	46	20	79	19.6	24	0.94	22.3	13.4	62	65.3	33	68	41	45	90	66	45	57	9	52.6	51.6	57.3	54.6	59.4	3630000	1090000	Qualified	3.24	55.1	12	7	10	7	1.9	3.4	6.1	4.7	Partner referral	Cost-savings diagnostic	C	1	3	13	5	2	1411600	234200	0.803	0.753	6.6	72	17	61.7	70.3	69.2	30.3	104	729089	2.33	SHUAA Capital is a Dubai-based financial services corporate in the large with monitor pressure, where a COO-led offer is most relevant because the account shows signals of operational complexity; CHRO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.1983	55.270500000000006
DXB028	Amanat Holdings	Dubai	Investment	Tier 2	11.64	Large	13.2	981	CHRO	57.1	CTO	53.3	CHRO lead + CTO add-on + AI support	CHRO-led advisory	2650000	72.2	1599650	2614882	0.481	769432	54.7	Moderate	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	21.2	7.2	76	37	19	46	20.3	73	4	-1.2	10.1	76	79.1	50	15	37	88	25	91	31	24	4	38.7	53.3	57.1	38.3	35.2	3670000	1020000	Discovery	9.93	44.52	2	11	6	11	11.6	12	19	14.4	Founder referral	Cost-savings diagnostic	A	1	16	8	1	0	1335450	264200	0.692	0.642	7.8	68	15	67.7	69.8	68.3	30.3	113	769432	2.6	Amanat Holdings is a Dubai-based investment corporate in the large with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Jumeirah Lakes Towers	Mixed corporate cluster with varied finance, people, and operating-model needs.	Dubai	Dubai	UAE	25.052	55.12745
DXB029	Tabreed	Dubai	Utilities	Tier 1	28.96	Mega	9.7	29172	CMO	54.5	CHRO	53.1	CMO lead + CHRO add-on + AI support	CMO-led advisory	2400000	70	1749700	3152509	0.431	754121	50.6	Monitor	Growth efficiency	Managed Complexity	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	34	6.8	66	49	32	48	13	64	0.92	7.4	9.6	49	82.6	37	34	66	60	69	63	60	60	8	48.2	48.7	53.1	54.5	50.8	3430000	1030000	Discovery	2.73	51.06	7	4	10	5	4.7	12.7	10.7	9.9	Industry event	Transformation workshop	A	0	43	11	2	1	1519100	230600	0.542	0.542	0	62	17	59.8	59.4	57.9	38.6	110	754121	2.33	Tabreed is a Dubai-based utilities corporate in the mega with monitor pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.098300000000002	55.171699999999994
DXB030	Gulf Navigation Holding	Dubai	Logistics	Tier 2	16.28	Large	13	12038	CHRO	55.7	CTO	55	CHRO lead + CTO add-on + AI support	COO-led transformation	2650000	72.2	1556900	2813153	0.392	610305	56.2	Moderate	People scaling	Scale-up Pressure	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	16.1	11.8	67	48	32	49	22.2	58	3.81	23.5	10.1	73	90.8	59	25	50	55	86	51	48	20	2	49.7	55	55.7	53.4	43.8	3670000	1020000	Qualified	4.9	51.52	4	6	1	10	9.8	11.3	13.1	18.5	Industry event	CXO advisory sprint	A	0	92	13	5	3	1340700	216200	0.569	0.569	0	72	17	60.6	60.8	60.5	36.5	114	610305	2.6	Gulf Navigation Holding is a Dubai-based logistics corporate in the large with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.8814	55.1642
DXB031	Drake & Scull International	Dubai	Construction	Tier 4	1.95	Mid	11.5	2538	CHRO	61.6	CMO	58	CHRO lead + CMO add-on + AI support	COO-led transformation	2415000	70.7	1280400	2329212	0.41	524964	58	Moderate	People scaling	Transformation Gap	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Book discovery call	6.7	4	44	61	25	36	22.3	43	0.85	20.5	15.7	57	67.5	48	24	68	66	31	60	38	54	11	52.6	48.5	61.6	58	53.3	3415000	1000000	Qualified	5.08	54.8	5	1	2	12	8.9	13.1	12.6	12.3	Partner referral	Transformation workshop	B	1	57	1	0	0	1053400	227000	0.62	0.57	8.8	99	17	62.5	58.6	53.6	40.6	140	341227	2.42	Drake & Scull International is a Dubai-based construction corporate in the mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.16885	55.287600000000005
DXB032	Majid Al Futtaim	Dubai	Retail	Tier 1	27.88	Mega	15.4	50433	CMO	61	CHRO	59.6	CMO lead + CHRO add-on + AI support	CMO-led growth	2400000	70	1735950	3433236	0.666	1156143	54.9	Moderate	Growth efficiency	Scale-up Pressure	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Offer pilot with AI add-ons	10.4	15.9	67	55	31	32	8.2	74	1.51	10.8	4.6	77	92.1	32	81	93	86	57	39	75	75	11	59.5	41.8	59.6	61	39.4	3430000	1030000	Negotiation	10.69	52.26	1	1	4	3	10.8	13.5	14.4	17.1	Founder referral	Cost-savings diagnostic	A	1	42	15	4	3	1534150	201800	0.709	0.659	7.6	7	19	54.8	62.1	73.4	30.8	129	1156143	2.33	Majid Al Futtaim is a Dubai-based retail corporate in the mega with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1762	55.26345
DXB033	Landmark Group	Dubai	Retail	Tier 3	4.82	Upper-Mid	10.2	22365	CMO	70.7	CTO	58.1	CMO lead + CTO add-on + AI support	CMO-led growth	2710000	71.9	1497800	1928758	0.577	864231	60.8	Moderate	Growth efficiency	Managed Complexity	CHRO	Talent Screening Agent; HR Policy Q&A Agent; Workforce Analytics Agent	Send commercial proposal	11.3	17.1	47	29	17	34	11.3	61	1.42	23	2.7	73	72.5	37	21	61	89	60	75	48	19	1	35.9	58.1	44.7	70.7	40.5	3770000	1060000	Proposal	14.24	49.98	6	8	6	11	5.2	10.2	8.2	13.8	Industry event	CXO advisory sprint	C	1	52	13	2	1	1252800	245000	0.643	0.593	8.4	34	12	63.3	60.3	64.5	34.9	106	864231	2.56	Landmark Group is a Dubai-based retail corporate in the upper-mid with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CTO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1769	55.27535
DXB034	Al Futtaim Group	Dubai	Conglomerate	Tier 2	19.16	Large	17.5	39819	CFO	55.1	CHRO	50.8	CFO lead + CHRO add-on + AI support	CFO-led advisory	2760000	70.2	1730700	3660693	0.468	809968	54.2	Moderate	Finance stress	Scale-up Pressure	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	22.2	16.1	67	60	22	65	14.1	24	2.63	4.8	15.5	58	89.7	56	62	84	44	53	55	80	39	7	55.1	42.1	50.8	43.3	45.7	3930000	1170000	Discovery	5.45	47.4	2	14	4	8	14.7	17.9	18.3	20.1	Warm intro	Cost-savings diagnostic	A	0	53	9	2	2	1509700	221000	0.647	0.647	0	64	20	59.2	62.4	63.5	35.2	132	809968	2.36	Al Futtaim Group is a Dubai-based conglomerate corporate in the large with moderate pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CHRO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.20075	55.269800000000004
DXB035	Chalhoub Group	Dubai	Retail	Tier 2	23.96	Large	8.4	55346	CMO	54.9	CHRO	51.7	CMO lead + CHRO add-on + AI support	CMO-led growth	2400000	70	1513350	2767367	0.375	567506	47.3	Monitor	Growth efficiency	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	12.5	1.5	62	28	33	32	21.9	95	1.4	4.8	5.1	54	95.4	21	62	58	48	38	34	56	58	1	48.7	37	51.7	54.9	27.5	3430000	1030000	Qualified	11.42	43.96	13	9	6	3	7.3	8.5	10.5	7.5	Partner referral	Transformation workshop	B	0	18	10	3	2	1317550	195800	0.61	0.61	0	80	18	48.2	54.8	56.3	40.7	127	567506	2.33	Chalhoub Group is a Dubai-based retail corporate in the large with monitor pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1727	55.287600000000005
DXB036	Al Tayer Group	Dubai	Retail	Tier 3	8.51	Upper-Mid	14.2	46806	CHRO	80.4	CFO	63.1	CHRO lead + CFO add-on + AI support	CMO-led growth	2800000	72.9	1528500	2873059	0.816	1247256	77	High	People scaling	Digitally Mature	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Convert pilot to annual retainer	14	13.9	77	59	33	35	27.9	83	3.25	24.8	14.5	65	66.1	85	47	76	76	48	70	53	87	8	63.1	51.5	80.4	53.1	59.5	3840000	1040000	Pilot	11.56	61.52	8	1	13	1	9.9	14.7	13.8	16.8	Founder referral	CXO advisory sprint	A	1	8	12	3	2	1289500	239000	0.79	0.74	6.8	7	17	71.9	75.1	65.4	29.8	91	1247256	2.69	Al Tayer Group is a Dubai-based retail corporate in the upper-mid with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.16955	55.258900000000004
DXB037	Noon	Dubai	E-Commerce	Tier 2	11.66	Large	29.7	9946	CHRO	47.3	CFO	44.6	CHRO lead + CFO add-on + AI support	CMO-led growth	2800000	72.9	1571700	3005876	0.468	735556	48.2	Monitor	People scaling	Scale-up Pressure	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Share tailored problem map	-0.1	26.5	90	66	3	31	6.9	29	3.24	12.7	17.8	84	97.2	55	25	56	23	76	70	16	33	7	44.6	44.4	47.3	43.6	41.1	3840000	1040000	Discovery	2.22	44.2	6	9	7	13	25	27.3	31.4	32.4	Warm intro	Transformation workshop	A	1	17	10	4	3	1332700	239000	0.717	0.667	7.5	58	18	60.5	69.8	80.6	24.6	117	735556	2.69	Noon is a Dubai-based e-commerce corporate in the large with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.19865	55.266650000000006
DXB038	Careem	Dubai	Mobility	Tier 3	8.16	Upper-Mid	22.6	2526	CHRO	63.1	CMO	53.5	CHRO lead + CMO add-on + AI support	CMO-led growth	2415000	70.7	1394950	1758905	0.536	747693	63.3	Moderate	People scaling	Scale-up Pressure	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Share tailored problem map	10.8	11.7	69	78	14	23	20.9	28	3.03	21.8	15.8	78	90.8	76	36	33	83	33	32	58	34	10	51.3	51.8	63.1	53.5	43.9	3415000	1000000	Discovery	6.87	52.72	4	2	9	13	19.3	24.5	21.9	23.8	LinkedIn outbound	Cost-savings diagnostic	B	1	8	15	5	4	1201550	193400	0.807	0.757	6.6	50	12	57.4	66.7	71.1	30.3	125	747693	2.42	Careem is a Dubai-based mobility corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Dubai Silicon Oasis	Innovation-oriented area with scaling, systems, and process design needs.	Dubai	Dubai	UAE	25.11975	55.36575
DXB039	Property Finder	Dubai	PropTech	Tier 4	0.22	Mid	17.8	1951	CFO	51.3	CHRO	49.5	CFO lead + CHRO add-on + AI support	CTO-led transformation	2760000	70.2	1380100	2180715	0.624	861182	49	Monitor	Finance stress	Scale-up Pressure	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Offer pilot with AI add-ons	16.2	14.6	78	51	21	42	11.2	71	3.5	8.1	15.7	87	83.3	42	42	55	26	36	63	79	80	3	51.3	37.5	49.5	38.8	31.8	3930000	1170000	Negotiation	8.32	41.78	14	10	12	1	15.4	18.8	20.7	20.1	Founder referral	Cost-savings diagnostic	B	1	70	10	2	2	1149500	230600	0.613	0.563	8.9	18	15	58.1	63	73.2	30.6	89	861182	2.36	Property Finder is a Dubai-based proptech corporate in the mid with monitor pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CHRO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.902749999999997	55.153
DXB040	Bayut & dubizzle	Dubai	PropTech	Tier 4	0.52	Mid	14.2	1602	CMO	55.7	CHRO	52.2	CMO lead + CHRO add-on + AI support	CTO-led transformation	2400000	70	1275450	2023328	0.395	503803	56.7	Moderate	Growth efficiency	Digitally Mature	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	16.9	32	96	48	27	26	9	51	2.55	28.9	13.2	78	76.1	65	46	88	33	53	49	20	25	5	47.9	33.9	52.2	55.7	46	3430000	1030000	Qualified	8.31	47.14	8	7	3	8	10	11.8	14.6	15.9	Founder referral	Transformation workshop	A	1	58	1	0	0	1061650	213800	0.576	0.526	9.5	99	15	59.2	66.1	74.4	29.2	125	327472	2.33	Bayut & dubizzle is a Dubai-based proptech corporate in the mid with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1741	55.26415
DXB041	Kibsons	Dubai	Retail	Tier 4	2.81	Mid	6.2	20665	CHRO	77.9	COO	67.5	CHRO lead + COO add-on + AI support	CMO-led growth	2510000	70	1386150	2425342	0.643	891294	77.3	High	People scaling	Managed Complexity	CTO; CFO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent; Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Send commercial proposal	7.2	14.2	59	59	16	30	29.1	57	3.36	11.3	6.6	59	70.5	88	51	50	82	84	46	51	88	9	58.2	64.1	77.9	54.7	67.5	3585000	1075000	Proposal	9.01	64.48	14	6	3	2	2.5	6.2	7.2	5.3	Partner referral	CXO advisory sprint	C	1	70	5	1	0	1130950	255200	0.707	0.657	7.6	46	16	68.7	67.4	56.7	36.8	111	891294	2.33	Kibsons is a Dubai-based retail corporate in the mid with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.2021	55.258900000000004
DXB042	PureHealth	Dubai	Healthcare	Tier 2	13.32	Large	13.1	22394	CHRO	65.9	CMO	51.1	CHRO lead + CMO add-on + AI support	CHRO-led scaleup	2415000	70.7	1538000	2566130	0.426	655188	59.6	Moderate	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	16.2	7.1	55	30	13	51	14.2	92	2.71	19.3	14.5	73	79.1	53	83	93	60	66	42	73	66	10	49.4	45.7	65.9	51.1	48.9	3415000	1000000	Qualified	7.9	52.2	10	3	6	1	9.6	10	14.5	13.6	Warm intro	Transformation workshop	C	0	34	9	3	1	1332600	205400	0.664	0.664	0	82	16	55.3	58.6	65.4	35.3	120	655188	2.42	PureHealth is a Dubai-based healthcare corporate in the large with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.1874	55.2561
DXB043	Aster DM Healthcare	Dubai	Healthcare	Tier 2	17.5	Large	6.6	9122	CMO	69.6	CFO	54.1	CMO lead + CFO add-on + AI support	CHRO-led scaleup	2860000	72.6	1616000	3331164	0.432	698112	56.4	Moderate	Growth efficiency	Transformation Gap	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Book discovery call	19.9	14.4	51	34	27	87	17.5	64	0.92	24.7	3.6	56	70.9	23	52	34	88	50	43	50	74	4	54.1	53	52.3	69.6	43.6	3940000	1080000	Qualified	9.41	54.52	14	3	9	1	1.2	5.8	4.2	8.1	Warm intro	Cost-savings diagnostic	A	1	49	10	2	2	1409400	206600	0.729	0.679	7.4	83	20	52.1	58.1	61	37	123	698112	2.65	Aster DM Healthcare is a Dubai-based healthcare corporate in the large with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CFO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.17655	55.27745
DXB044	Mediclinic Middle East	Dubai	Healthcare	Tier 4	1.88	Mid	5.6	20482	CHRO	58.9	COO	58.8	CHRO lead + COO add-on + AI support	CHRO-led scaleup	2570000	71.7	1272150	1890974	0.613	779828	64.1	Moderate	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Send commercial proposal	17.4	15.4	49	39	33	54	16.7	48	2.22	-5.9	3.8	62	62	85	14	62	37	52	27	35	47	5	52.5	48.7	58.9	54.5	58.8	3585000	1015000	Proposal	4.34	54.68	13	5	7	14	2.2	2.3	5.3	6.1	Partner referral	Cost-savings diagnostic	A	0	30	11	4	2	1084750	187400	0.745	0.745	0	32	14	60.3	62.3	63	35	135	779828	2.53	Mediclinic Middle East is a Dubai-based healthcare corporate in the mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.2028	55.27675
DXB045	Emirates Global Aluminium	Dubai	Industrials	Tier 2	20.47	Large	12.9	5197	CMO	71.5	CHRO	58.4	CMO lead + CHRO add-on + AI support	CMO-led advisory	2400000	70	1590550	3033251	0.448	712566	64.9	Moderate	Growth efficiency	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	12.9	3.1	48	64	29	47	11	71	1.92	23.8	2.8	61	87.6	55	20	39	61	25	47	20	19	11	51.5	49.7	58.4	71.5	43.7	3430000	1030000	Qualified	10.63	54.96	11	7	2	8	8.7	13.3	16.2	15.3	Warm intro	Transformation workshop	C	0	60	12	5	4	1379150	211400	0.69	0.69	0	73	18	59.7	60.2	63.5	35.9	140	712566	2.33	Emirates Global Aluminium is a Dubai-based industrials corporate in the large with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.2056	55.27055
DXB046	NMDC Group	Dubai	Industrials	Tier 4	1.03	Mid	4.4	3748	CHRO	69.1	COO	65.2	CHRO lead + COO add-on + AI support	CHRO-led advisory	2570000	71.7	1306350	2103520	0.547	714573	67.7	High	People scaling	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Share tailored problem map	9.5	11	41	48	5	37	19	63	3.69	-5.8	15.7	63	67.9	67	79	79	89	87	45	29	35	11	47.7	61.7	69.1	32.9	65.2	3585000	1015000	Discovery	14.91	55.32	5	8	9	14	4.9	9.3	4.5	7.6	Warm intro	Transformation workshop	B	1	18	9	4	3	1097350	209000	0.8	0.75	6.7	59	15	63.4	63.9	62.4	34.8	124	714573	2.53	NMDC Group is a Dubai-based industrials corporate in the mid with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Jumeirah Lakes Towers	Mixed corporate cluster with varied finance, people, and operating-model needs.	Dubai	Dubai	UAE	25.0793	55.1257
DXB047	ADNOC Distribution	Dubai	Energy	Tier 1	32.9	Mega	10.1	3145	CHRO	64.6	CMO	54.5	CHRO lead + CMO add-on + AI support	CHRO-led advisory	2415000	70.7	1737500	2765192	0.465	807938	54.2	Moderate	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	35.7	15.7	58	33	19	54	19.2	80	1.54	7.2	7.1	83	63.1	25	66	52	45	16	74	22	65	8	43	40.7	64.6	54.5	37.2	3415000	1000000	Discovery	11.32	48	11	10	13	11	6	12	12.6	12.1	Industry event	Cost-savings diagnostic	A	0	9	2	1	1	1493700	243800	0.633	0.633	0	75	15	60.1	60.6	64.9	34.9	133	807938	2.42	ADNOC Distribution is a Dubai-based energy corporate in the mega with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Jebel Ali	Trade and industrial base where COO and CFO interventions often have strong logic.	Dubai	Dubai	UAE	24.989900000000002	55.08075
DXB048	ADNOC Logistics & Services	Dubai	Logistics	Tier 1	32.74	Mega	12.3	8143	COO	56.7	CHRO	55.7	COO lead + CHRO add-on + AI support	COO-led transformation	2540000	70	1818250	3406739	0.349	634569	49.1	Monitor	Operational complexity	Digitally Mature	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	13.1	11.1	80	38	27	40	21.2	30	1.39	10.2	17.9	50	62.6	20	50	93	59	67	52	19	59	10	48.1	36.7	55.7	41.7	56.7	3630000	1090000	Qualified	8.69	47.78	5	14	8	11	10.3	12.8	13.9	13.2	Industry event	Transformation workshop	A	0	72	5	1	0	1600850	217400	0.483	0.483	0	92	18	54.8	57.9	54.8	40.5	155	412470	2.33	ADNOC Logistics & Services is a Dubai-based logistics corporate in the mega with monitor pressure, where a COO-led offer is most relevant because the account shows signals of operational complexity; CHRO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.9115	55.15475
DXB049	ADNOC Gas	Dubai	Energy	Tier 1	61.87	Mega	9	5923	CTO	49.7	CHRO	46	CTO lead + CHRO add-on + AI support	CTO-led advisory	2620000	70.2	1848100	3776004	0.522	964708	46.2	Monitor	Tech modernization	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Send commercial proposal	28.1	-1.8	55	45	7	67	20.6	42	3.64	-5.4	11.5	49	93.5	37	74	46	62	62	37	53	55	5	45.7	49.7	46	35.4	41.8	3730000	1110000	Proposal	5.43	43.72	13	1	13	2	6.8	6.2	5.7	12.8	Warm intro	CXO advisory sprint	C	0	22	9	2	1	1648700	199400	0.598	0.598	0	39	20	49.7	53.8	53.9	42.1	135	964708	2.36	ADNOC Gas is a Dubai-based energy corporate in the mega with monitor pressure, where a CTO-led offer is most relevant because the account shows signals of tech modernization; CHRO is the strongest secondary expansion path.	Jebel Ali	Trade and industrial base where COO and CFO interventions often have strong logic.	Dubai	Dubai	UAE	24.983600000000003	55.0587
